id,business_name,sector,lga,annual_revenue,employee_count,registered
436,"Morgan, Mckenzie and Bryant",Manufacturing,Ikorodu,204033781,179,True
437,Klein Inc,Manufacturing,Victoria Island,417825724,26,False
438,"Mitchell, Wong and Sanchez",Real Estate,Ikeja,487388079,423,False
439,"Johnson, Davis and Murray",Retail,Badagry,48304102,121,True
440,Short-Williams,Retail,Epe,254489870,82,True
441,"Long, Wells and Miller",Finance,Ifako-Ijaiye,290958608,344,True
442,Fitzpatrick-Ramirez,Real Estate,Oshodi-Isolo,226254481,432,False
443,Martin Ltd,Retail,Lekki,36555941,372,True
444,Wilson-Ritter,Tech,Yaba,64591180,48,True
445,Reed LLC,Finance,Ajah,283568106,465,True
446,Johnson and Sons,Tech,Victoria Island,356233441,315,True
447,"Johnson, Best and Ball",Manufacturing,Kosofe,193578696,414,True
448,Harrison Inc,Real Estate,Badagry,270182086,479,True
449,Johnson-Taylor,Manufacturing,Lekki,437353933,282,True
450,Young LLC,Retail,Surulere,140418603,159,True
451,Zavala-Elliott,Tech,Ikorodu,186939973,14,True
452,Bowers Group,Manufacturing,Agege,28058859,340,False
453,Scott-Lopez,Manufacturing,Amuwo-Odofin,344672102,477,False
454,"Byrd, Thornton and Herman",Manufacturing,Ikeja,26465251,355,False
455,Clark-Pena,Finance,Amuwo-Odofin,41310201,192,False
456,"Knapp, Lyons and Tyler",Finance,Surulere,47776075,312,False
457,"Hooper, Fitzpatrick and Taylor",Tech,Oshodi-Isolo,116711242,205,False
458,Bennett Inc,Real Estate,Alimosho,466361744,256,False
459,Collins-Smith,Manufacturing,Badagry,253807511,96,False
460,"Hartman, Jackson and Howard",Finance,Oshodi-Isolo,30129606,190,False
461,Mosley-Morton,Real Estate,Epe,174187870,287,True
462,"Rodriguez, Mccoy and Rios",Finance,Eti-Osa,189551644,429,False
463,"Williams, Green and Peck",Finance,Yaba,348962995,411,True
464,Gates-Bates,Tech,Alimosho,64059419,404,True
465,Torres-Rodriguez,Finance,Epe,480457515,489,True
466,Walters PLC,Finance,Badagry,467301745,204,True
467,"Dalton, Henry and Lynch",Tech,Eti-Osa,342728247,212,False
468,"Brandt, Butler and Davis",Manufacturing,Badagry,137935537,5,False
469,Watts and Sons,Retail,Alimosho,251414363,101,False
470,"Guerrero, Herrera and Martinez",Finance,Ajah,428992883,180,True
471,Thompson-Kelley,Retail,Amuwo-Odofin,188471820,139,True
472,Collins-Greene,Retail,Kosofe,329421238,107,True
473,Owens Inc,Retail,Victoria Island,111475575,218,False
474,"White, Torres and Davies",Retail,Surulere,54359928,280,False
475,"Stewart, Frazier and Manning",Tech,Ajah,332431384,112,False
476,Hayes-Johnson,Tech,Surulere,393961815,213,False
477,Anderson-Walsh,Manufacturing,Victoria Island,270318422,67,True
478,"Palmer, Hudson and James",Real Estate,Apapa,361995543,337,True
479,Garcia-Simmons,Retail,Mushin,234692186,161,False
480,"Marquez, Perez and Davis",Tech,Ikorodu,423156589,410,False
481,King-Stewart,Retail,Badagry,434574629,454,True
482,Conley-Kerr,Manufacturing,Badagry,199243497,200,False
483,Martinez-Smith,Finance,Alimosho,134070087,485,False
484,Klein and Sons,Tech,Ajah,250307884,125,False
485,Barnes PLC,Finance,Agege,172609411,289,False
486,Jefferson-Jones,Retail,Ifako-Ijaiye,238801315,246,False
487,Graves LLC,Manufacturing,Victoria Island,361414970,331,False
488,Thompson Ltd,Real Estate,Victoria Island,74234946,221,False
489,Lambert-Smith,Finance,Yaba,445187154,49,False
490,Choi Inc,Manufacturing,Ikorodu,421521699,54,True
491,"Rodriguez, Wallace and Sanchez",Manufacturing,Amuwo-Odofin,77999762,188,False
492,"Stewart, Peters and Davis",Retail,Amuwo-Odofin,319236654,21,True
493,Robles Group,Finance,Alimosho,401608461,57,True
494,"Jackson, Golden and Banks",Retail,Kosofe,240018369,25,False
495,Davis LLC,Real Estate,Ikeja,264098215,201,False
496,Hoover-Wilson,Manufacturing,Amuwo-Odofin,145081498,493,True
497,"Clark, Blair and Oliver",Tech,Amuwo-Odofin,95323715,321,True
498,"Williams, Navarro and Owens",Manufacturing,Lekki,114138963,40,True
499,Leblanc-Jennings,Retail,Kosofe,136350626,435,True
500,Watson-Brown,Manufacturing,Surulere,414508426,426,True
501,"Dominguez, Ramirez and Rodriguez",Finance,Ifako-Ijaiye,99126779,114,False
502,Jones-Carrillo,Real Estate,Apapa,222636294,479,False
503,Evans-Frost,Finance,Kosofe,393564132,247,True
504,Price-Gardner,Tech,Alimosho,470943237,407,True
505,Torres-Miller,Retail,Oshodi-Isolo,166979912,133,False
506,"Cabrera, Martinez and Young",Retail,Surulere,494835561,401,True
507,"Wade, Russo and Martinez",Real Estate,Alimosho,104631827,313,True
508,Singh Inc,Manufacturing,Ifako-Ijaiye,492844062,479,True
509,Green-Mahoney,Real Estate,Yaba,251218266,476,True
510,Williams LLC,Finance,Oshodi-Isolo,487857203,131,False
511,"Lopez, Freeman and Lyons",Manufacturing,Agege,203956295,99,False
512,Cole-Arnold,Real Estate,Epe,5113430,40,False
513,Fischer-Nguyen,Real Estate,Victoria Island,72801748,183,True
514,Miller-Marshall,Real Estate,Lekki,415875152,53,False
515,Bauer-Moore,Real Estate,Epe,90416007,255,True
516,"Baker, White and Garner",Retail,Yaba,280139520,84,True
517,"Bender, Hughes and Mendez",Retail,Badagry,30022190,366,True
518,"Myers, Santos and Noble",Tech,Agege,384012271,84,True
519,"Warren, Frank and Rios",Finance,Surulere,389754490,212,False
520,Kim LLC,Retail,Ikorodu,116219419,69,True
521,Rubio Inc,Tech,Shomolu,281830918,172,True
522,Sharp-Butler,Real Estate,Ikorodu,43078852,423,False
523,Mitchell-Thomas,Finance,Ikorodu,434503963,494,True
524,"Leach, Daniels and Parker",Manufacturing,Alimosho,266645620,482,True
525,"Donaldson, Patton and Stevens",Retail,Eti-Osa,344823328,468,False
526,Nelson LLC,Manufacturing,Agege,81895174,114,False
527,Hughes and Sons,Tech,Victoria Island,345504248,337,False
528,Bryant LLC,Manufacturing,Epe,33963415,452,False
529,Torres-Wilson,Tech,Ajah,484480285,195,False
530,"Crane, Terry and Garcia",Manufacturing,Yaba,145559019,147,True
531,"Walker, Hickman and Spence",Retail,Oshodi-Isolo,246389072,374,False
532,Rodriguez Inc,Tech,Oshodi-Isolo,235449009,90,False
533,"Ellis, Carroll and Evans",Finance,Alimosho,138988474,466,True
534,"Curry, Allen and Hoffman",Real Estate,Shomolu,272673013,239,True
535,Mora-Moyer,Tech,Yaba,33388349,276,False
536,Jordan Ltd,Manufacturing,Agege,223152521,231,False
537,Sanchez and Sons,Manufacturing,Epe,400346828,22,True
538,Hancock Group,Real Estate,Kosofe,427231417,438,True
539,Hill Group,Real Estate,Kosofe,254497319,494,False
540,Gallegos and Sons,Real Estate,Kosofe,464657869,373,True
541,"Brown, Williams and Christian",Finance,Surulere,422954952,240,False
542,"Mccoy, Wilson and Hammond",Manufacturing,Lekki,268390982,439,False
543,"Rivera, Barker and Young",Tech,Ifako-Ijaiye,107549350,427,False
544,"Williams, Carter and Peters",Retail,Victoria Island,296135684,414,False
545,Murphy Inc,Retail,Ajah,197314615,151,True
546,"Webb, Miller and Hahn",Manufacturing,Epe,52074351,307,False
547,Williamson-Lynch,Manufacturing,Ifako-Ijaiye,302369008,454,True
548,"Martin, Wood and Brown",Finance,Apapa,218265050,90,False
549,Buchanan-Walker,Tech,Apapa,444128985,16,True
550,"Clark, Ward and Aguirre",Tech,Ajah,142490508,50,False
551,"Jones, Johnson and Hays",Real Estate,Yaba,183917807,74,False
552,Miller-Perez,Real Estate,Apapa,391643072,439,True
553,Camacho and Sons,Real Estate,Ikorodu,499390781,204,True
554,Anderson-Sherman,Tech,Ikorodu,70534573,352,True
555,"Wilson, Cox and Fowler",Real Estate,Epe,344180265,489,True
556,Bender Group,Real Estate,Mushin,81573616,168,False
557,Howard LLC,Tech,Agege,169704366,477,False
558,Collins PLC,Tech,Somolu,441036440,9,True
559,Jackson and Sons,Finance,Surulere,102192940,469,True
560,"Duncan, Black and Reed",Manufacturing,Agege,204661601,380,True
561,Williams-Morales,Finance,Mushin,31107902,240,True
562,Diaz-Wu,Real Estate,Ifako-Ijaiye,311381480,380,False
563,"Roman, Rivera and Nash",Tech,Ifako-Ijaiye,399602848,98,False
564,Burnett-Faulkner,Retail,Oshodi-Isolo,268358282,260,False
565,"Carter, Henderson and Thomas",Tech,Ikorodu,133227768,248,False
566,Watkins-Ray,Finance,Victoria Island,399132816,407,False
567,Hernandez and Sons,Tech,Eti-Osa,113250952,144,True
568,"Russell, Jimenez and Meza",Manufacturing,Shomolu,8248031,239,True
569,"Edwards, Williams and Walters",Retail,Mushin,289175981,389,False
570,Williams-Sanders,Retail,Ikeja,92014870,287,False
571,"Taylor, Reed and Ramos",Real Estate,Epe,434743534,228,False
572,"Hunter, Smith and Gordon",Tech,Surulere,492383013,444,True
573,Shaw-Logan,Finance,Oshodi-Isolo,96018472,179,False
574,"Rose, Adams and Powell",Retail,Somolu,107156845,495,False
575,Gutierrez-Stevens,Real Estate,Eti-Osa,498961803,355,True
576,Jones Ltd,Retail,Ikeja,154597167,494,True
577,Watson PLC,Tech,Ajah,115179330,157,True
578,"Gutierrez, Bell and Wilson",Real Estate,Victoria Island,135188847,292,True
579,"Murphy, Warren and Wheeler",Real Estate,Epe,60193888,136,False
580,"Baker, Carter and Calhoun",Tech,Lekki,297262222,354,False
581,"Stone, Mccullough and Duke",Real Estate,Yaba,493055709,359,False
582,Morgan-Parker,Finance,Eti-Osa,477359630,336,False
583,Carroll PLC,Finance,Mushin,406266095,257,True
584,"Robinson, Bryant and Rios",Real Estate,Ifako-Ijaiye,336207883,235,False
585,Torres-Long,Real Estate,Agege,248997617,169,True
586,Ward LLC,Real Estate,Lekki,203398327,490,False
587,Orozco LLC,Manufacturing,Surulere,452478446,34,True
588,"Herrera, Collins and Adkins",Tech,Yaba,465722629,64,False
589,Ortiz Ltd,Manufacturing,Ifako-Ijaiye,78514339,12,True
590,Logan-Chen,Real Estate,Surulere,107285983,225,True
591,Barber PLC,Retail,Ikeja,222087147,243,False
592,Moss-Wood,Tech,Mushin,205576364,173,False
593,Johnson and Sons,Retail,Shomolu,123054870,461,True
594,Watson-Briggs,Retail,Epe,444453983,118,True
595,"Maldonado, Cordova and Calderon",Real Estate,Epe,311699231,269,True
596,Clarke Ltd,Retail,Alimosho,468538050,194,False
597,Armstrong-Bartlett,Retail,Somolu,37802410,124,True
598,"Silva, Villarreal and Barker",Tech,Epe,373000853,370,True
599,Beltran-Baker,Tech,Ajah,273788306,19,True
600,West-Alexander,Real Estate,Yaba,56301476,166,False
601,"Cisneros, Carson and Rodriguez",Tech,Apapa,447038989,171,False
602,"Stevenson, Cervantes and Chavez",Retail,Ikorodu,437849657,96,False
603,Trevino-Silva,Retail,Oshodi-Isolo,141302605,480,False
604,Conner and Sons,Retail,Ikeja,19759149,90,False
605,Burgess Group,Tech,Ikeja,88853556,108,True
606,Montgomery-Curry,Tech,Yaba,115760315,163,False
607,"Thompson, Gonzalez and Moore",Finance,Surulere,384622096,106,False
608,Singleton-Wade,Manufacturing,Mushin,179966136,387,False
609,"Guzman, Myers and Ross",Tech,Apapa,218915475,262,True
610,Bush Group,Tech,Surulere,83781947,247,False
611,"Yates, Price and Landry",Tech,Amuwo-Odofin,396372558,182,False
612,Sampson Ltd,Retail,Alimosho,374356736,325,False
613,Black-Clements,Tech,Somolu,215867818,363,False
614,"Patterson, Cooper and Alvarez",Retail,Victoria Island,309382909,344,True
615,Griffith-Smith,Manufacturing,Ifako-Ijaiye,65649701,147,True
616,"Maldonado, Warren and Ochoa",Retail,Ifako-Ijaiye,130452422,348,True
617,Morales-Gomez,Real Estate,Agege,12281949,266,False
618,Fuller-Brown,Tech,Surulere,73118369,449,True
619,Singh Group,Real Estate,Oshodi-Isolo,253160019,379,True
620,"Blackburn, Berg and Roberts",Manufacturing,Eti-Osa,45655861,249,False
621,Stone-Bruce,Manufacturing,Agege,446632633,72,False
622,Anderson LLC,Real Estate,Eti-Osa,401334923,478,False
623,"Cervantes, Miller and Cruz",Real Estate,Ifako-Ijaiye,304717008,395,False
624,Clark PLC,Retail,Ajah,119022387,485,False
625,Villanueva Inc,Tech,Victoria Island,188689649,434,False
626,Rodriguez-Rodriguez,Finance,Kosofe,332796321,88,False
627,"Williams, Whitehead and Klein",Real Estate,Amuwo-Odofin,285067332,277,False
628,Mitchell-Jenkins,Real Estate,Agege,178487813,380,False
629,Hansen-Hill,Retail,Mushin,234555187,375,True
630,Reed-Rodgers,Tech,Eti-Osa,453499465,498,False
631,Hawkins-Rice,Tech,Lekki,64852431,148,False
632,Riley-Anderson,Tech,Mushin,380542090,164,True
633,"Tanner, Pacheco and Henry",Real Estate,Amuwo-Odofin,197014659,36,True
634,Alvarez-Moore,Real Estate,Agege,199481929,260,False
635,Smith-Carter,Tech,Shomolu,426972924,6,True
636,Powell Group,Manufacturing,Yaba,464008650,443,True
637,Brown-Oneal,Finance,Ajah,208705148,71,True
638,"Garcia, Meyer and Burns",Tech,Ifako-Ijaiye,106497679,67,True
639,"Mejia, Cisneros and Bush",Retail,Oshodi-Isolo,215681013,392,True
640,"Ellis, Thomas and Grant",Manufacturing,Alimosho,391371036,270,True
641,Horne Ltd,Retail,Apapa,253077237,399,True
642,Leonard-Pope,Tech,Shomolu,136182295,402,False
643,Peterson-Torres,Retail,Somolu,452090005,363,True
644,"Conner, Taylor and Cortez",Finance,Surulere,152973497,237,False
645,Sanchez PLC,Manufacturing,Badagry,304199083,450,True
646,Morgan-Kennedy,Retail,Surulere,363104331,474,True
647,Davidson-Long,Finance,Victoria Island,25978820,461,True
648,Wells-Wade,Manufacturing,Mushin,89856080,324,False
649,Thompson-White,Finance,Ajah,193451869,207,True
650,Daniel-Savage,Retail,Mushin,6266725,153,False
651,Smith-Ball,Retail,Shomolu,320470970,370,False
652,"Washington, Summers and Johnson",Manufacturing,Eti-Osa,434260741,283,True
653,"Richardson, Sandoval and Mitchell",Tech,Lekki,63828146,385,False
654,Ward-Hines,Tech,Epe,221020731,95,True
655,"Taylor, Myers and Molina",Manufacturing,Ikorodu,272396442,222,False
656,Ramirez-Fritz,Finance,Oshodi-Isolo,281138893,306,False
657,Ingram LLC,Retail,Ajah,100721293,498,True
658,Scott-Elliott,Real Estate,Kosofe,318469783,6,True
659,Leonard Group,Manufacturing,Ifako-Ijaiye,41046928,23,True
660,Frey-Martin,Manufacturing,Ajah,190891787,36,False
661,Parrish LLC,Retail,Yaba,162870056,472,True
662,Lopez LLC,Real Estate,Ikorodu,283384725,37,True
663,"Russell, Adams and Simmons",Retail,Agege,331612660,109,False
664,"Harvey, Haney and Young",Manufacturing,Victoria Island,92638297,465,True
665,Johnson-Meza,Tech,Ikeja,31616671,191,True
666,"Brewer, Santiago and Lopez",Real Estate,Kosofe,254837998,314,False
667,"Casey, Collins and Walton",Retail,Lekki,486441959,73,False
668,Walker-Brandt,Retail,Kosofe,307897196,261,False
669,Jones Inc,Finance,Surulere,489382786,118,False
670,Tyler Group,Finance,Ajah,267006047,243,True
671,"Kim, Smith and Peters",Manufacturing,Eti-Osa,24344003,203,True
672,Richard-Gallagher,Manufacturing,Badagry,264813144,323,False
673,Fowler-Fitzpatrick,Finance,Apapa,92550834,390,True
674,Sampson-James,Tech,Mushin,163397801,55,False
675,Garner Ltd,Real Estate,Ifako-Ijaiye,278502041,488,False
676,Wise and Sons,Real Estate,Kosofe,99668375,112,True
677,Haas Ltd,Finance,Apapa,104971357,367,True
678,Swanson-Porter,Finance,Alimosho,427624471,500,True
679,Powers LLC,Finance,Eti-Osa,403933803,368,True
680,Herring-Stewart,Retail,Badagry,257404904,239,False
681,Mata-Robinson,Finance,Oshodi-Isolo,306826304,100,False
682,"Mason, Beard and Coffey",Retail,Yaba,235889818,90,False
683,Sparks-Eaton,Finance,Mushin,141241626,395,True
684,Smith Inc,Retail,Epe,355419105,83,False
685,Jacobs-Holland,Finance,Somolu,27977785,480,False
686,"Dixon, Fowler and Turner",Retail,Badagry,452628673,273,True
687,Daniels-Goodman,Tech,Lekki,180642750,170,True
688,Dean-Knight,Tech,Amuwo-Odofin,47656985,257,False
689,"Rosales, Sanchez and Bryant",Finance,Somolu,146023259,442,True
690,"Kelly, Fischer and Mills",Tech,Eti-Osa,144076409,12,True
691,Morris-Mayer,Manufacturing,Ifako-Ijaiye,187596387,114,True
692,Mason Ltd,Manufacturing,Ifako-Ijaiye,95875334,448,True
693,"Whitaker, Tucker and Elliott",Manufacturing,Ikeja,152185757,57,True
694,Phillips Inc,Tech,Mushin,107006340,109,True
695,Garcia LLC,Retail,Badagry,392126984,201,True
696,King Inc,Tech,Shomolu,393895686,132,False
697,Soto and Sons,Tech,Agege,439379278,224,False
698,Roberts PLC,Tech,Victoria Island,120861047,244,False
699,Barker-Conway,Manufacturing,Shomolu,431632556,265,False
700,Martin PLC,Finance,Kosofe,337217944,88,True
701,"Vega, Reed and Lewis",Real Estate,Eti-Osa,276779648,482,False
702,"Bell, Johnson and Lynch",Manufacturing,Surulere,209028439,144,True
703,Richardson-Johnston,Tech,Eti-Osa,90659893,376,True
704,"Navarro, Goodman and Sosa",Retail,Agege,483154684,107,True
705,"Wallace, Parker and Briggs",Retail,Apapa,203994793,327,True
706,Davis Group,Real Estate,Amuwo-Odofin,416226853,426,True
707,Cox-Webster,Tech,Oshodi-Isolo,207789643,258,False
708,Flores LLC,Retail,Kosofe,20681524,337,False
709,"Cross, Bailey and White",Retail,Epe,319362863,168,False
710,"Andrews, Spence and Rivers",Retail,Mushin,110341117,380,True
711,Stephens-Owens,Tech,Ikorodu,127439532,389,False
712,Solomon Group,Finance,Epe,449494595,471,False
713,"Foster, Kemp and Andersen",Finance,Ifako-Ijaiye,279796077,123,True
714,Cortez-Brown,Finance,Surulere,41685654,297,False
715,Carr-Adams,Real Estate,Ikorodu,350697097,107,False
716,Cameron-Garcia,Tech,Ikorodu,30586831,19,False
717,Swanson LLC,Tech,Kosofe,342875990,426,True
718,Hoffman PLC,Tech,Epe,409377224,296,True
719,"Wilson, Turner and Dickerson",Tech,Amuwo-Odofin,298261271,107,False
720,"Graham, Warren and Martin",Manufacturing,Ikorodu,193093988,167,False
721,Webster-Moore,Tech,Surulere,418148578,121,False
722,Cannon-Robinson,Finance,Badagry,8789860,300,False
723,Jones and Sons,Real Estate,Alimosho,145424816,418,True
724,Williams-Ross,Tech,Eti-Osa,171263087,208,True
725,Trujillo LLC,Manufacturing,Surulere,141899229,43,True
726,Dominguez-Beck,Tech,Amuwo-Odofin,91110716,330,True
727,Lee LLC,Real Estate,Kosofe,386725109,323,True
728,"Charles, Rose and Kirby",Tech,Eti-Osa,92822943,403,True
729,"Brown, Lopez and Obrien",Retail,Apapa,84355362,230,False
730,Walker LLC,Real Estate,Ikeja,447188129,153,False
731,Fitzgerald and Sons,Retail,Agege,295103505,85,False
732,Cannon PLC,Retail,Ikeja,67889026,444,True
733,Wang Group,Tech,Apapa,438235517,481,False
734,Johnson-Williams,Tech,Mushin,449889875,28,False
735,Coleman-Walker,Finance,Amuwo-Odofin,469593419,68,False
736,Vaughan Group,Manufacturing,Epe,116215712,160,False
737,Madden-Jones,Tech,Ikorodu,151098309,201,True
738,Compton-Schroeder,Tech,Shomolu,309321894,290,False
739,"Ellis, Dickson and Luna",Manufacturing,Ikorodu,261649913,386,False
740,Steele-Nguyen,Manufacturing,Shomolu,47256254,164,True
741,Bruce-Lang,Retail,Ajah,129879113,239,False
742,Sims-Short,Real Estate,Agege,170493147,57,True
743,Avila Ltd,Tech,Oshodi-Isolo,106717910,245,False
744,Thompson PLC,Tech,Ikorodu,62500981,259,True
745,"Moore, Fisher and Frazier",Manufacturing,Badagry,105698464,479,True
746,"Williams, Everett and Gordon",Manufacturing,Victoria Island,373331954,403,True
747,Smith-Harris,Manufacturing,Yaba,238725443,192,True
748,Ballard Ltd,Real Estate,Ikorodu,307188145,126,False
749,Lucas-Hernandez,Finance,Somolu,105866728,35,True
750,Ruiz LLC,Real Estate,Apapa,498959175,470,True
751,"Bright, Flores and Frost",Manufacturing,Eti-Osa,130916376,298,False
752,Collins-Gray,Retail,Amuwo-Odofin,140245384,399,True
753,Cardenas-Keller,Real Estate,Eti-Osa,454597690,18,False
754,Sanchez-Young,Real Estate,Ikorodu,191631674,289,True
755,Ramirez-Lee,Real Estate,Ikorodu,5908279,329,False
756,Jones-Henry,Manufacturing,Amuwo-Odofin,437760171,27,True
757,Burgess-Cruz,Manufacturing,Lekki,144732365,106,True
758,Mccullough Inc,Real Estate,Ikeja,138971237,469,True
759,Olson PLC,Retail,Lekki,456422556,248,True
760,Richards Ltd,Manufacturing,Badagry,230416661,282,True
761,Romero and Sons,Finance,Victoria Island,435265513,451,False
762,Williams LLC,Tech,Somolu,418828770,302,True
763,Davis-Carroll,Real Estate,Epe,407275494,258,True
764,Brown-Harris,Finance,Victoria Island,324279370,150,True
765,"Davis, Shaw and Vaughan",Finance,Somolu,360902296,453,False
766,Mcneil PLC,Manufacturing,Mushin,479905757,332,True
767,"Lopez, Williams and Myers",Real Estate,Ikorodu,37124261,98,True
768,Stafford Ltd,Manufacturing,Apapa,451643936,152,True
769,"Henry, Flores and Knight",Real Estate,Victoria Island,74690022,116,True
770,Dalton Ltd,Finance,Ifako-Ijaiye,492914539,304,False
