id,owner_id,lga,property_type,estimated_value
670,670,Oshodi-Isolo,Commercial,5586082.83
671,671,Epe,Commercial,9886092.53
672,672,Ajah,Commercial,8448755.51
673,673,Ifako-Ijaiye,Commercial,9740675.38
674,674,Ikeja,Commercial,10769640.36
675,675,Ajah,Residential,1310776.92
676,676,Ikorodu,Commercial,10118542.07
677,677,Apapa,Commercial,7952654.68
678,678,Agege,Commercial,16145737.07
679,679,Oshodi-Isolo,Commercial,13401171.69
680,680,Alimosho,Residential,3610109.75
681,681,Apapa,Commercial,8232100.19
682,682,Yaba,Commercial,26558709.96
683,683,Ikeja,Residential,19422227.77
684,684,Agege,Commercial,4105259.46
685,685,Amuwo-Odofin,Residential,6655704.87
686,686,Yaba,Commercial,31321842.51
687,687,Apapa,Residential,16954743.39
688,688,Ifako-Ijaiye,Residential,16442409.31
689,689,Eti-Osa,Residential,4960426.64
690,690,Alimosho,Residential,5970545.32
691,691,Mushin,Residential,15716382.37
692,692,Alimosho,Commercial,9375676.02
693,693,Oshodi-Isolo,Commercial,19451066.98
694,694,Ifako-Ijaiye,Commercial,15315619.14
695,695,Shomolu,Commercial,14087521.84
696,696,Mushin,Residential,3939297.09
697,697,Oshodi-Isolo,Commercial,6459814.99
698,698,Ikorodu,Residential,7371855.72
699,699,Lekki,Residential,3939301.34
700,700,Ikorodu,Residential,2806163.86
701,701,Victoria Island,Commercial,58816678.66
702,702,Yaba,Residential,15455156.39
703,703,Ajah,Commercial,20748084.24
704,704,Somolu,Commercial,12425695.02
705,705,Ikorodu,Residential,13409247.36
706,706,Badagry,Residential,11725338.27
707,707,Ikorodu,Residential,10810130.37
708,708,Epe,Residential,19977399.22
709,709,Somolu,Residential,18219976.39
710,710,Ikeja,Residential,5643210.77
711,711,Badagry,Residential,9707402.08
712,712,Shomolu,Residential,7404069.0
713,713,Shomolu,Residential,15587766.01
714,714,Alimosho,Commercial,4746925.19
715,715,Ikeja,Residential,39668133.18
716,716,Somolu,Residential,10922875.45
717,717,Mushin,Commercial,5393048.5
718,718,Eti-Osa,Residential,5583669.88
719,719,Badagry,Residential,3100718.47
720,720,Ajah,Commercial,18606388.7
721,721,Apapa,Residential,8065711.55
722,722,Yaba,Residential,35109237.72
723,723,Alimosho,Residential,6659135.9
724,724,Victoria Island,Residential,25011998.57
725,725,Badagry,Residential,23324505.18
726,726,Badagry,Residential,19051030.03
727,727,Victoria Island,Commercial,16332297.79
728,728,Ikeja,Residential,8820254.6
729,729,Mushin,Commercial,5956505.25
730,730,Lekki,Commercial,44749293.46
731,731,Ikorodu,Residential,2301571.16
732,732,Somolu,Commercial,4821159.9
733,733,Ifako-Ijaiye,Commercial,1665565.1
734,734,Alimosho,Residential,7281163.91
735,735,Mushin,Residential,1379267.2
736,736,Somolu,Commercial,15534806.66
737,737,Somolu,Commercial,24871617.83
738,738,Oshodi-Isolo,Commercial,2415755.77
739,739,Ikorodu,Commercial,6478010.3
740,740,Apapa,Commercial,11645041.67
741,741,Eti-Osa,Commercial,27756085.02
742,742,Shomolu,Residential,5656036.83
743,743,Agege,Residential,3227742.85
744,744,Amuwo-Odofin,Commercial,7821269.39
745,745,Ikorodu,Residential,7083119.21
746,746,Surulere,Commercial,2520333.73
747,747,Oshodi-Isolo,Residential,3180828.42
748,748,Surulere,Commercial,23760001.94
749,749,Yaba,Residential,4560125.28
750,750,Yaba,Residential,1160533.16
751,751,Eti-Osa,Commercial,5102668.03
752,752,Kosofe,Residential,11075271.8
753,753,Ifako-Ijaiye,Commercial,1860866.22
754,754,Ajah,Residential,2786408.57
755,755,Victoria Island,Commercial,40327780.56
756,756,Badagry,Commercial,3578376.34
757,757,Surulere,Commercial,9091351.43
758,758,Ifako-Ijaiye,Commercial,4183870.45
759,759,Eti-Osa,Commercial,47533104.93
760,760,Yaba,Commercial,21365576.57
761,761,Shomolu,Residential,8036015.32
762,762,Ajah,Residential,2941609.83
763,763,Surulere,Commercial,5861210.3
764,764,Surulere,Commercial,32497969.96
765,765,Ikorodu,Residential,3249670.36
766,766,Badagry,Commercial,22107902.3
767,767,Ikeja,Commercial,30318228.98
768,768,Agege,Residential,8362402.83
769,769,Apapa,Residential,13480322.69
770,770,Ikorodu,Commercial,2775914.32
771,771,Apapa,Residential,10342680.49
772,772,Surulere,Commercial,12147025.54
773,773,Victoria Island,Residential,65467108.33
774,774,Somolu,Residential,10009400.3
775,775,Surulere,Residential,1650482.67
776,776,Epe,Residential,6042015.96
777,777,Alimosho,Commercial,2198329.1
778,778,Yaba,Residential,5367476.32
779,779,Lekki,Residential,52219669.8
780,780,Yaba,Commercial,10242925.62
781,781,Ifako-Ijaiye,Residential,7416567.65
782,782,Surulere,Commercial,4019502.15
783,783,Badagry,Commercial,13345999.94
784,784,Amuwo-Odofin,Commercial,6341997.68
785,785,Badagry,Residential,7685994.16
786,786,Epe,Residential,4849311.79
787,787,Victoria Island,Residential,15409544.9
788,788,Eti-Osa,Commercial,25337490.57
789,789,Agege,Commercial,11168309.49
790,790,Alimosho,Residential,4090519.22
791,791,Yaba,Residential,6040250.41
792,792,Eti-Osa,Residential,2665848.63
793,793,Ifako-Ijaiye,Commercial,23381172.9
794,794,Ajah,Commercial,9600473.06
795,795,Badagry,Commercial,8798992.76
796,796,Kosofe,Commercial,3779634.35
797,797,Kosofe,Residential,25668676.05
798,798,Victoria Island,Commercial,34105531.58
799,799,Badagry,Commercial,11284217.65
800,800,Apapa,Residential,1949989.38
801,801,Apapa,Residential,14197502.57
802,802,Ifako-Ijaiye,Residential,13210974.05
803,803,Ikorodu,Commercial,3834396.35
804,804,Apapa,Commercial,7707665.48
805,805,Amuwo-Odofin,Commercial,12256394.32
806,806,Oshodi-Isolo,Commercial,3535009.3
807,807,Yaba,Commercial,725759.82
808,808,Surulere,Residential,17173956.99
809,809,Lekki,Residential,17704290.75
810,810,Alimosho,Commercial,4844413.91
811,811,Shomolu,Commercial,17427928.03
812,812,Lekki,Residential,30363317.86
813,813,Lekki,Commercial,34590139.11
814,814,Shomolu,Residential,7436041.68
815,815,Alimosho,Residential,12631936.65
816,816,Ifako-Ijaiye,Commercial,1833615.33
817,817,Shomolu,Commercial,22330006.94
818,818,Alimosho,Commercial,13329837.74
819,819,Apapa,Commercial,5545400.89
820,820,Amuwo-Odofin,Residential,3560037.89
821,821,Somolu,Commercial,9708858.86
822,822,Ikorodu,Commercial,13916605.17
823,823,Surulere,Residential,12096516.43
824,824,Eti-Osa,Residential,7403896.8
825,825,Ikorodu,Residential,15717537.38
826,826,Shomolu,Commercial,24991659.64
827,827,Eti-Osa,Residential,20609405.48
828,828,Surulere,Commercial,6679827.22
829,829,Somolu,Residential,14608833.07
830,830,Ikorodu,Residential,2792051.45
831,831,Amuwo-Odofin,Commercial,8489584.64
832,832,Ifako-Ijaiye,Commercial,12100539.95
833,833,Apapa,Residential,17327655.94
834,834,Victoria Island,Commercial,40316517.09
835,835,Ikorodu,Commercial,8710915.0
836,836,Epe,Residential,4806822.08
837,837,Lekki,Residential,15901639.09
838,838,Agege,Residential,8509704.24
839,839,Yaba,Commercial,22117656.25
840,840,Oshodi-Isolo,Commercial,15426005.02
841,841,Badagry,Residential,10047186.96
842,842,Oshodi-Isolo,Commercial,5890295.4
843,843,Surulere,Commercial,23387034.68
844,844,Epe,Residential,11403421.71
845,845,Ikorodu,Commercial,5624927.29
846,846,Ifako-Ijaiye,Commercial,26670452.33
847,847,Badagry,Commercial,4233563.28
848,848,Ikeja,Residential,7367601.51
849,849,Mushin,Commercial,18037146.95
850,850,Agege,Residential,1196198.32
851,851,Somolu,Commercial,16878027.13
852,852,Somolu,Commercial,15421014.72
853,853,Amuwo-Odofin,Residential,15853379.99
854,854,Ikorodu,Residential,13295207.26
855,855,Epe,Residential,15245856.21
856,856,Oshodi-Isolo,Commercial,954598.63
857,857,Badagry,Commercial,7088399.35
858,858,Surulere,Commercial,29792044.4
859,859,Amuwo-Odofin,Residential,21844252.87
860,860,Agege,Residential,2582898.79
861,861,Ikeja,Commercial,31043814.83
862,862,Somolu,Commercial,13742724.49
863,863,Eti-Osa,Residential,17221986.15
864,864,Amuwo-Odofin,Commercial,9353877.59
865,865,Amuwo-Odofin,Residential,7072886.53
866,866,Shomolu,Commercial,19780290.98
867,867,Lekki,Commercial,33963557.22
868,868,Yaba,Commercial,9288076.53
869,869,Eti-Osa,Residential,21059331.33
870,870,Amuwo-Odofin,Commercial,19738190.34
871,871,Epe,Commercial,4296072.58
872,872,Victoria Island,Residential,15776535.48
873,873,Ikorodu,Commercial,5369344.55
874,874,Oshodi-Isolo,Residential,13290195.95
875,875,Ajah,Residential,12399627.23
876,876,Badagry,Residential,16632569.66
877,877,Amuwo-Odofin,Commercial,11420889.35
878,878,Shomolu,Residential,9756302.25
879,879,Alimosho,Residential,6736153.97
880,880,Alimosho,Residential,5925735.29
881,881,Epe,Commercial,18637882.34
882,882,Lekki,Commercial,27724836.07
883,883,Yaba,Residential,12247148.36
884,884,Ikorodu,Commercial,7770285.86
885,885,Oshodi-Isolo,Commercial,10903367.84
886,886,Ifako-Ijaiye,Residential,22612555.59
887,887,Ajah,Residential,23574352.55
888,888,Mushin,Residential,4054438.64
889,889,Eti-Osa,Commercial,3969851.72
890,890,Ajah,Commercial,18623705.05
891,891,Ikeja,Residential,10663310.13
892,892,Ikeja,Residential,11034125.49
893,893,Ajah,Commercial,6543150.24
894,894,Kosofe,Residential,17000540.69
895,895,Kosofe,Residential,2898310.58
896,896,Oshodi-Isolo,Commercial,12255701.02
897,897,Eti-Osa,Commercial,32987727.68
898,898,Ajah,Commercial,24066262.74
899,899,Eti-Osa,Commercial,42234673.87
900,900,Surulere,Residential,26292664.08
901,901,Yaba,Commercial,6541302.39
902,902,Ikorodu,Commercial,7475797.08
903,903,Ikeja,Commercial,20499398.74
904,904,Mushin,Commercial,5887459.15
905,905,Yaba,Commercial,15354821.96
906,906,Amuwo-Odofin,Residential,16213963.84
907,907,Epe,Residential,18645945.16
908,908,Shomolu,Residential,9036100.43
909,909,Kosofe,Commercial,5369014.93
910,910,Agege,Residential,1990225.21
911,911,Epe,Residential,11336765.82
912,912,Badagry,Residential,8445274.22
913,913,Amuwo-Odofin,Residential,2011492.27
914,914,Yaba,Commercial,19586016.74
915,915,Alimosho,Residential,5430670.46
916,916,Alimosho,Residential,7556125.75
917,917,Oshodi-Isolo,Residential,6622574.01
918,918,Apapa,Commercial,21354017.27
919,919,Victoria Island,Residential,18226897.96
920,920,Badagry,Commercial,1402410.23
921,921,Surulere,Residential,16445213.75
922,922,Mushin,Residential,4132228.79
923,923,Ikorodu,Residential,11011249.46
924,924,Lekki,Residential,32239027.62
925,925,Surulere,Residential,2465415.0
926,926,Eti-Osa,Residential,33465683.67
927,927,Somolu,Commercial,2019857.58
928,928,Oshodi-Isolo,Commercial,1660358.56
929,929,Ifako-Ijaiye,Residential,6902062.63
930,930,Eti-Osa,Commercial,25540966.64
931,931,Agege,Commercial,6656249.64
932,932,Badagry,Residential,18383317.53
933,933,Ajah,Commercial,17193424.29
934,934,Ajah,Commercial,12153877.7
935,935,Alimosho,Commercial,16577833.84
936,936,Ifako-Ijaiye,Residential,25465290.12
937,937,Alimosho,Residential,1170502.03
938,938,Ajah,Residential,1609989.96
939,939,Victoria Island,Commercial,24121480.46
940,940,Amuwo-Odofin,Residential,8537178.19
941,941,Alimosho,Commercial,1135388.01
942,942,Victoria Island,Residential,16351946.17
943,943,Epe,Residential,8314561.55
944,944,Apapa,Residential,1436380.91
945,945,Ikorodu,Commercial,17015462.35
946,946,Ajah,Commercial,5318172.32
947,947,Somolu,Commercial,3963415.24
948,948,Surulere,Commercial,19632500.34
949,949,Apapa,Residential,19882686.43
950,950,Badagry,Residential,14481704.53
951,951,Agege,Residential,4699088.03
952,952,Badagry,Commercial,2869974.02
953,953,Eti-Osa,Commercial,38267411.53
954,954,Alimosho,Residential,9176644.0
955,955,Amuwo-Odofin,Commercial,14487605.16
956,956,Oshodi-Isolo,Residential,13144679.67
957,957,Shomolu,Commercial,1941770.91
958,958,Eti-Osa,Residential,41719201.91
959,959,Ikorodu,Residential,5359202.94
960,960,Alimosho,Residential,6373631.2
961,961,Alimosho,Residential,5743900.77
962,962,Ajah,Residential,17098147.24
963,963,Apapa,Commercial,4530505.2
964,964,Apapa,Commercial,9752414.92
965,965,Alimosho,Residential,4455440.61
966,966,Amuwo-Odofin,Commercial,11223452.46
967,967,Eti-Osa,Commercial,32491883.36
968,968,Ifako-Ijaiye,Commercial,24549304.86
969,969,Victoria Island,Commercial,15372892.58
970,970,Epe,Commercial,2315615.79
971,971,Ikorodu,Residential,4442537.88
972,972,Amuwo-Odofin,Commercial,14736803.73
973,973,Kosofe,Residential,19126968.81
974,974,Shomolu,Commercial,6438205.26
975,975,Ifako-Ijaiye,Commercial,11187140.2
976,976,Yaba,Residential,30223813.84
977,977,Victoria Island,Commercial,27398080.95
978,978,Yaba,Commercial,6887426.06
979,979,Ikorodu,Residential,16614266.51
980,980,Alimosho,Commercial,8472140.61
981,981,Ifako-Ijaiye,Commercial,18613691.89
982,982,Agege,Commercial,18515854.41
983,983,Ajah,Commercial,9728708.91
984,984,Ifako-Ijaiye,Commercial,8374631.6
985,985,Ajah,Residential,12015239.66
986,986,Yaba,Commercial,17103299.68
987,987,Yaba,Residential,12212412.51
988,988,Lekki,Commercial,6439037.66
989,989,Somolu,Residential,3235994.59
990,990,Ifako-Ijaiye,Commercial,1403063.95
991,991,Agege,Residential,6732920.35
992,992,Oshodi-Isolo,Residential,8822758.47
993,993,Somolu,Commercial,1771770.51
994,994,Ajah,Commercial,24975250.85
995,995,Surulere,Residential,21544488.53
996,996,Surulere,Residential,2568875.15
997,997,Ikorodu,Commercial,9663955.53
998,998,Yaba,Commercial,2550695.89
999,999,Surulere,Residential,12995759.69
1000,1000,Agege,Residential,14591892.81
1001,1001,Ikorodu,Residential,9826544.32
1002,1002,Kosofe,Commercial,20303687.32
1003,1003,Lekki,Residential,33881174.5
1004,1004,Oshodi-Isolo,Commercial,10226034.2
1005,1005,Alimosho,Residential,1938674.64
1006,1006,Mushin,Commercial,9125719.88
1007,1007,Somolu,Residential,15408913.33
1008,1008,Ifako-Ijaiye,Commercial,10302538.66
1009,1009,Victoria Island,Commercial,39022392.1
1010,1010,Eti-Osa,Residential,5146060.77
1011,1011,Mushin,Residential,4116185.95
1012,1012,Badagry,Commercial,16632874.23
1013,1013,Mushin,Commercial,2415436.88
1014,1014,Shomolu,Commercial,1959074.24
1015,1015,Badagry,Residential,19167442.89
1016,1016,Somolu,Residential,2615875.37
1017,1017,Victoria Island,Commercial,10008957.18
1018,1018,Kosofe,Commercial,2978897.58
1019,1019,Epe,Commercial,17390688.6
1020,1020,Apapa,Residential,1346265.58
1021,1021,Agege,Residential,11942658.21
1022,1022,Apapa,Residential,2989808.67
1023,1023,Surulere,Residential,3895171.68
1024,1024,Apapa,Commercial,9730160.46
1025,1025,Yaba,Commercial,25339746.15
1026,1026,Badagry,Residential,11060998.87
1027,1027,Somolu,Commercial,24020450.66
1028,1028,Somolu,Residential,6112952.31
1029,1029,Badagry,Commercial,19412235.65
1030,1030,Alimosho,Residential,2822573.21
1031,1031,Ajah,Residential,4432564.66
1032,1032,Eti-Osa,Residential,11994607.23
1033,1033,Apapa,Commercial,13548478.96
1034,1034,Kosofe,Commercial,16954248.5
1035,1035,Badagry,Commercial,7412261.69
1036,1036,Ikorodu,Commercial,1293306.39
1037,1037,Oshodi-Isolo,Residential,5847319.39
1038,1038,Kosofe,Residential,3494343.55
1039,1039,Eti-Osa,Residential,50375227.67
1040,1040,Ifako-Ijaiye,Commercial,3174609.57
1041,1041,Badagry,Residential,7063529.34
1042,1042,Victoria Island,Commercial,32505685.08
1043,1043,Ajah,Residential,9562540.26
1044,1044,Apapa,Residential,6514680.09
1045,1045,Shomolu,Commercial,5260436.89
1046,1046,Badagry,Residential,26013344.81
1047,1047,Ifako-Ijaiye,Commercial,5959567.54
1048,1048,Shomolu,Commercial,2386099.24
1049,1049,Mushin,Residential,26697988.79
1050,1050,Ajah,Commercial,8514231.72
1051,1051,Apapa,Commercial,1286162.68
1052,1052,Agege,Commercial,10161816.17
1053,1053,Victoria Island,Residential,17279749.35
1054,1054,Shomolu,Residential,21224904.25
1055,1055,Oshodi-Isolo,Residential,11693469.31
1056,1056,Ajah,Commercial,638893.63
1057,1057,Agege,Residential,2979191.37
1058,1058,Victoria Island,Residential,71717165.71
1059,1059,Amuwo-Odofin,Residential,5830712.61
1060,1060,Victoria Island,Commercial,19488056.26
1061,1061,Eti-Osa,Residential,8595501.73
1062,1062,Mushin,Residential,1828924.32
1063,1063,Kosofe,Commercial,14868023.03
1064,1064,Badagry,Residential,24796205.56
1065,1065,Shomolu,Commercial,21956431.59
1066,1066,Eti-Osa,Residential,39348440.37
1067,1067,Eti-Osa,Commercial,39096454.75
1068,1068,Badagry,Commercial,12148192.06
1069,1069,Epe,Commercial,21673674.95
1070,1070,Ikeja,Commercial,20544222.75
1071,1071,Shomolu,Commercial,20320427.89
1072,1072,Ajah,Residential,23196129.93
1073,1073,Oshodi-Isolo,Residential,1147383.42
1074,1074,Yaba,Commercial,10136426.39
1075,1075,Mushin,Commercial,5150212.25
1076,1076,Ikorodu,Commercial,11065285.96
1077,1077,Epe,Commercial,19307522.53
1078,1078,Alimosho,Residential,1518551.25
1079,1079,Victoria Island,Commercial,43435028.18
1080,1080,Oshodi-Isolo,Residential,3295962.81
1081,1081,Ajah,Commercial,4000824.5
1082,1082,Badagry,Residential,12308534.34
1083,1083,Kosofe,Residential,15645363.41
1084,1084,Victoria Island,Commercial,33651720.59
1085,1085,Lekki,Commercial,46987765.53
1086,1086,Mushin,Commercial,15555979.98
1087,1087,Shomolu,Commercial,9992553.1
1088,1088,Somolu,Residential,2469846.21
1089,1089,Badagry,Residential,3464274.45
1090,1090,Victoria Island,Residential,42959266.77
1091,1091,Mushin,Commercial,983249.24
1092,1092,Yaba,Commercial,5178534.33
1093,1093,Surulere,Residential,23935156.81
1094,1094,Somolu,Commercial,7889704.69
1095,1095,Alimosho,Residential,6524228.5
1096,1096,Alimosho,Residential,8317374.28
1097,1097,Eti-Osa,Residential,30543468.67
1098,1098,Surulere,Residential,24702824.33
1099,1099,Badagry,Commercial,9199653.91
1100,1100,Yaba,Commercial,15606766.04
1101,1101,Oshodi-Isolo,Commercial,6107109.88
1102,1102,Alimosho,Residential,3888438.9
1103,1103,Ikeja,Commercial,5886511.24
1104,1104,Shomolu,Residential,2008118.29
1105,1105,Ifako-Ijaiye,Residential,9303671.83
1106,1106,Oshodi-Isolo,Residential,653665.54
1107,1107,Oshodi-Isolo,Residential,9332751.9
1108,1108,Apapa,Commercial,4758862.84
1109,1109,Mushin,Residential,8957978.03
1110,1110,Ifako-Ijaiye,Residential,8167215.36
1111,1111,Kosofe,Residential,22637847.75
1112,1112,Somolu,Residential,9438201.18
1113,1113,Ikeja,Residential,36718538.48
1114,1114,Oshodi-Isolo,Commercial,16451920.54
1115,1115,Ifako-Ijaiye,Residential,8074544.67
1116,1116,Oshodi-Isolo,Residential,12563404.93
1117,1117,Lekki,Commercial,23254760.82
1118,1118,Badagry,Commercial,1254048.65
1119,1119,Apapa,Commercial,1566586.5
1120,1120,Amuwo-Odofin,Residential,1267276.04
1121,1121,Somolu,Residential,15352547.68
1122,1122,Ajah,Residential,17591693.51
1123,1123,Victoria Island,Residential,45648526.72
1124,1124,Amuwo-Odofin,Commercial,15868201.31
1125,1125,Epe,Commercial,18714581.37
1126,1126,Yaba,Commercial,10728506.94
1127,1127,Epe,Commercial,5031195.04
1128,1128,Surulere,Residential,9861415.57
1129,1129,Kosofe,Residential,21820535.48
1130,1130,Amuwo-Odofin,Commercial,23742832.83
1131,1131,Victoria Island,Residential,37154114.01
1132,1132,Ifako-Ijaiye,Commercial,15193290.62
1133,1133,Oshodi-Isolo,Residential,10979864.54
1134,1134,Badagry,Residential,14426602.83
1135,1135,Ajah,Commercial,4266175.25
1136,1136,Alimosho,Residential,656964.22
1137,1137,Badagry,Residential,21182486.21
1138,1138,Alimosho,Commercial,5583598.02
1139,1139,Somolu,Residential,15469465.75
1140,1140,Yaba,Commercial,26361872.58
1141,1141,Badagry,Commercial,10456807.17
1142,1142,Eti-Osa,Residential,23313951.65
1143,1143,Yaba,Commercial,20961906.74
1144,1144,Lekki,Commercial,32225413.24
1145,1145,Somolu,Residential,6248985.64
1146,1146,Lekki,Commercial,29985827.52
